"subscription_id","user_id","plan","start_date","end_date","status"
3634,3634,free,2024-08-27 00:00:00.000,,active
3635,3635,free,2024-10-31 00:00:00.000,,active
3636,3636,free,2025-09-17 20:36:02.908,,active
3637,3637,annual,2024-03-01 00:00:00.000,,active
3638,3638,free,2024-12-14 00:00:00.000,,active
3639,3639,free,2024-07-31 00:00:00.000,,active
3640,3640,monthly,2025-07-22 00:00:00.000,,active
3641,3641,free,2025-08-19 00:00:00.000,,active
3642,3642,free,2025-09-17 20:36:02.908,,active
3643,3643,monthly,2024-09-12 00:00:00.000,,active
3644,3644,annual,2024-01-28 00:00:00.000,,active
3645,3645,monthly,2023-12-03 00:00:00.000,,active
3646,3646,free,2025-05-02 00:00:00.000,,active
3647,3647,monthly,2023-10-14 00:00:00.000,2024-08-09 00:00:00.000,expired
3648,3648,free,2024-09-13 00:00:00.000,,active
3649,3649,free,2025-08-07 00:00:00.000,,active
3650,3650,free,2025-09-17 20:36:02.908,,active
3651,3651,annual,2025-09-17 20:36:02.908,,active
3652,3652,free,2025-08-22 00:00:00.000,,active
3653,3653,monthly,2023-10-22 00:00:00.000,,active
3654,3654,monthly,2024-08-03 00:00:00.000,,active
3655,3655,free,2025-04-27 00:00:00.000,,active
3656,3656,monthly,2025-07-11 00:00:00.000,,active
3657,3657,free,2024-08-01 00:00:00.000,,active
3658,3658,free,2025-06-11 00:00:00.000,,active
3659,3659,free,2024-08-11 00:00:00.000,,active
3660,3660,free,2024-02-05 00:00:00.000,,active
3661,3661,monthly,2025-09-17 20:36:02.908,,active
3662,3662,free,2025-01-12 00:00:00.000,,active
3663,3663,free,2025-02-13 00:00:00.000,,active
3664,3664,monthly,2022-02-05 00:00:00.000,2022-03-07 00:00:00.000,expired
3665,3665,free,2025-09-17 20:36:02.908,,active
3666,3666,free,2025-09-17 20:36:02.908,,active
3667,3667,free,2022-12-18 00:00:00.000,,active
3668,3668,free,2024-08-24 00:00:00.000,,active
3669,3669,free,2025-06-11 00:00:00.000,,active
3670,3670,monthly,2024-11-10 00:00:00.000,,active
3671,3671,free,2024-02-27 00:00:00.000,,active
3672,3672,monthly,2025-09-17 20:36:02.908,,active
3673,3673,free,2025-04-25 00:00:00.000,,active
3674,3674,free,2025-09-17 20:36:02.908,,active
3675,3675,free,2024-10-12 00:00:00.000,,active
3676,3676,free,2025-05-10 00:00:00.000,,active
3677,3677,monthly,2025-01-05 00:00:00.000,,active
3678,3678,monthly,2024-01-11 00:00:00.000,,active
3679,3679,free,2024-07-28 00:00:00.000,,active
3680,3680,monthly,2025-09-17 20:36:02.908,,active
3681,3681,monthly,2025-09-01 00:00:00.000,2025-10-31 00:00:00.000,canceled
3682,3682,free,2022-11-15 00:00:00.000,,active
3683,3683,free,2024-08-12 00:00:00.000,,active
3684,3684,annual,2024-07-24 00:00:00.000,,active
3685,3685,free,2024-08-23 00:00:00.000,,active
3686,3686,free,2023-08-04 00:00:00.000,,active
3687,3687,monthly,2025-09-17 20:36:02.908,,active
3688,3688,free,2025-05-24 00:00:00.000,,active
3689,3689,monthly,2024-07-13 00:00:00.000,,active
3690,3690,monthly,2025-06-12 00:00:00.000,,active
3691,3691,monthly,2022-11-04 00:00:00.000,,active
3692,3692,free,2025-03-16 00:00:00.000,,active
3693,3693,free,2023-04-09 00:00:00.000,,active
3694,3694,monthly,2025-09-17 20:36:02.908,,active
3695,3695,free,2024-04-07 00:00:00.000,,active
3696,3696,free,2023-07-19 00:00:00.000,,active
3697,3697,monthly,2023-01-06 00:00:00.000,,active
3698,3698,free,2025-09-17 20:36:02.908,,active
3699,3699,free,2024-01-23 00:00:00.000,,active
3700,3700,free,2025-09-17 20:36:02.908,,active
3701,3701,free,2024-04-29 00:00:00.000,,active
3702,3702,monthly,2022-04-12 00:00:00.000,,active
3703,3703,free,2023-04-02 00:00:00.000,,active
3704,3704,monthly,2022-02-05 00:00:00.000,,active
3705,3705,free,2025-03-09 00:00:00.000,,active
3706,3706,annual,2025-09-03 00:00:00.000,,active
3707,3707,free,2024-05-17 00:00:00.000,,active
3708,3708,free,2022-06-23 00:00:00.000,,active
3709,3709,annual,2023-11-09 00:00:00.000,2024-05-28 00:00:00.000,expired
3710,3710,annual,2024-02-07 00:00:00.000,2024-05-24 00:00:00.000,expired
3711,3711,monthly,2025-02-16 00:00:00.000,,active
3712,3712,annual,2024-07-28 00:00:00.000,,active
3713,3713,free,2025-09-17 20:36:02.908,,active
3714,3714,free,2023-09-27 00:00:00.000,,active
3715,3715,monthly,2025-07-03 00:00:00.000,,active
3716,3716,free,2024-03-22 00:00:00.000,,active
3717,3717,monthly,2023-04-20 00:00:00.000,2023-12-16 00:00:00.000,expired
3718,3718,monthly,2024-06-23 00:00:00.000,,active
3719,3719,annual,2024-10-08 00:00:00.000,,active
3720,3720,free,2024-06-02 00:00:00.000,,active
3721,3721,monthly,2024-07-07 00:00:00.000,,active
3722,3722,free,2025-03-19 00:00:00.000,,active
3723,3723,monthly,2022-04-19 00:00:00.000,,active
3724,3724,monthly,2023-06-26 00:00:00.000,,active
3725,3725,free,2024-08-07 00:00:00.000,,active
3726,3726,monthly,2023-11-16 00:00:00.000,2024-06-13 00:00:00.000,expired
3727,3727,free,2025-09-17 20:36:02.908,,active
3728,3728,free,2025-09-17 20:36:02.908,,active
3729,3729,annual,2025-07-10 00:00:00.000,,active
3730,3730,monthly,2025-03-17 00:00:00.000,,active
3731,3731,free,2025-02-17 00:00:00.000,,active
3732,3732,monthly,2025-09-17 20:36:02.908,2026-06-14 20:36:02.908,canceled
3733,3733,free,2023-04-01 00:00:00.000,,active
3734,3734,free,2025-05-02 00:00:00.000,,active
3735,3735,monthly,2025-09-17 20:36:02.908,,active
3736,3736,free,2025-07-01 00:00:00.000,,active
3737,3737,free,2024-02-08 00:00:00.000,,active
3738,3738,annual,2025-01-26 00:00:00.000,,active
3739,3739,monthly,2024-03-05 00:00:00.000,2024-09-01 00:00:00.000,expired
3740,3740,monthly,2024-03-25 00:00:00.000,,active
3741,3741,free,2023-08-19 00:00:00.000,,active
3742,3742,free,2024-03-15 00:00:00.000,,active
3743,3743,monthly,2022-07-01 00:00:00.000,,active
3744,3744,monthly,2025-06-13 00:00:00.000,2025-12-10 00:00:00.000,canceled
3745,3745,monthly,2025-05-01 00:00:00.000,2025-08-29 00:00:00.000,expired
3746,3746,free,2025-07-17 00:00:00.000,,active
3747,3747,monthly,2024-08-03 00:00:00.000,2025-07-29 00:00:00.000,expired
3748,3748,monthly,2025-03-04 00:00:00.000,,active
3749,3749,monthly,2024-09-02 00:00:00.000,,active
3750,3750,monthly,2024-10-27 00:00:00.000,,active
3751,3751,free,2024-04-11 00:00:00.000,,active
3752,3752,free,2025-09-17 20:36:02.908,,active
3753,3753,monthly,2025-03-17 00:00:00.000,,active
3754,3754,free,2024-12-23 00:00:00.000,,active
3755,3755,monthly,2025-03-01 00:00:00.000,,active
3756,3756,free,2025-09-17 20:36:02.908,,active
3757,3757,free,2025-09-17 20:36:02.908,,active
3758,3758,monthly,2025-09-17 20:36:02.908,2026-06-14 20:36:02.908,canceled
3759,3759,free,2024-08-05 00:00:00.000,,active
3760,3760,free,2023-08-27 00:00:00.000,,active
3761,3761,free,2024-04-11 00:00:00.000,,active
3762,3762,monthly,2025-09-17 20:36:02.908,,active
3763,3763,free,2025-03-20 00:00:00.000,,active
3764,3764,free,2025-09-17 20:36:02.908,,active
3765,3765,free,2025-09-17 20:36:02.908,,active
3766,3766,free,2025-09-17 20:36:02.908,,active
3767,3767,annual,2025-09-17 20:36:02.908,,active
3768,3768,free,2023-03-20 00:00:00.000,,active
3769,3769,free,2024-08-23 00:00:00.000,,active
3770,3770,annual,2023-04-21 00:00:00.000,,active
3771,3771,free,2025-01-29 00:00:00.000,,active
3772,3772,free,2025-05-25 00:00:00.000,,active
3773,3773,free,2025-01-23 00:00:00.000,,active
3774,3774,free,2024-12-31 00:00:00.000,,active
3775,3775,free,2025-02-25 00:00:00.000,,active
3776,3776,free,2024-11-23 00:00:00.000,,active
3777,3777,monthly,2024-03-02 00:00:00.000,,active
3778,3778,monthly,2025-01-26 00:00:00.000,,active
3779,3779,free,2022-06-26 00:00:00.000,,active
3780,3780,free,2024-07-22 00:00:00.000,,active
3781,3781,free,2025-09-17 20:36:02.908,,active
3782,3782,free,2025-01-11 00:00:00.000,,active
3783,3783,free,2024-10-19 00:00:00.000,,active
3784,3784,free,2025-01-11 00:00:00.000,,active
3785,3785,monthly,2024-06-06 00:00:00.000,,active
3786,3786,free,2025-09-14 00:00:00.000,,active
3787,3787,free,2025-09-17 20:36:02.908,,active
3788,3788,free,2023-07-15 00:00:00.000,,active
3789,3789,free,2025-06-11 00:00:00.000,,active
3790,3790,free,2024-07-16 00:00:00.000,,active
3791,3791,free,2025-05-15 00:00:00.000,,active
3792,3792,free,2022-09-23 00:00:00.000,,active
3793,3793,free,2024-06-17 00:00:00.000,,active
3794,3794,free,2025-08-10 00:00:00.000,,active
3795,3795,free,2022-06-09 00:00:00.000,,active
3796,3796,monthly,2025-09-17 20:36:02.908,,active
3797,3797,free,2023-06-15 00:00:00.000,,active
3798,3798,free,2022-07-05 00:00:00.000,,active
3799,3799,monthly,2023-01-10 00:00:00.000,,active
3800,3800,annual,2025-04-15 00:00:00.000,,active
3801,3801,monthly,2025-03-19 00:00:00.000,,active
3802,3802,monthly,2025-07-13 00:00:00.000,,active
3803,3803,free,2025-07-30 00:00:00.000,,active
3804,3804,monthly,2023-07-14 00:00:00.000,2024-01-10 00:00:00.000,expired
3805,3805,free,2024-04-12 00:00:00.000,,active
3806,3806,free,2025-09-17 20:36:02.908,,active
3807,3807,free,2024-10-26 00:00:00.000,,active
3808,3808,free,2024-04-20 00:00:00.000,,active
3809,3809,annual,2024-11-25 00:00:00.000,,active
3810,3810,free,2024-04-25 00:00:00.000,,active
3811,3811,free,2024-02-27 00:00:00.000,,active
3812,3812,monthly,2025-09-17 20:36:02.908,,active
3813,3813,annual,2023-04-06 00:00:00.000,,active
3814,3814,monthly,2023-02-14 00:00:00.000,,active
3815,3815,free,2025-08-30 00:00:00.000,,active
3816,3816,free,2024-06-27 00:00:00.000,,active
3817,3817,free,2024-03-14 00:00:00.000,,active
3818,3818,annual,2025-06-01 00:00:00.000,,active
3819,3819,annual,2024-03-16 00:00:00.000,,active
3820,3820,free,2022-02-18 00:00:00.000,,active
3821,3821,free,2025-01-12 00:00:00.000,,active
3822,3822,free,2022-06-29 00:00:00.000,,active
3823,3823,free,2025-09-17 20:36:02.908,,active
3824,3824,free,2023-02-18 00:00:00.000,,active
3825,3825,free,2025-09-17 20:36:02.908,,active
3826,3826,monthly,2025-02-05 00:00:00.000,,active
3827,3827,free,2023-11-19 00:00:00.000,,active
3828,3828,monthly,2025-09-17 20:36:02.908,,active
3829,3829,monthly,2024-01-15 00:00:00.000,,active
3830,3830,monthly,2023-10-30 00:00:00.000,,active
3831,3831,free,2022-12-04 00:00:00.000,,active
3832,3832,free,2025-03-25 00:00:00.000,,active
3833,3833,free,2025-09-17 20:36:02.908,,active
3834,3834,monthly,2024-05-21 00:00:00.000,2024-08-19 00:00:00.000,expired
3835,3835,free,2024-11-05 00:00:00.000,,active
3836,3836,free,2025-09-17 20:36:02.908,,active
3837,3837,annual,2025-09-17 20:36:02.908,,active
3838,3838,free,2025-03-03 00:00:00.000,,active
3839,3839,annual,2024-06-13 00:00:00.000,,active
3840,3840,free,2025-09-17 20:36:02.908,,active
3841,3841,free,2024-11-17 00:00:00.000,,active
3842,3842,monthly,2024-11-01 00:00:00.000,,active
3843,3843,free,2025-05-13 00:00:00.000,,active
3844,3844,monthly,2025-09-17 20:36:02.908,,active
3845,3845,monthly,2023-12-04 00:00:00.000,,active
3846,3846,free,2022-02-21 00:00:00.000,,active
3847,3847,monthly,2022-10-22 00:00:00.000,2023-08-18 00:00:00.000,expired
3848,3848,free,2025-05-19 00:00:00.000,,active
3849,3849,free,2025-08-15 00:00:00.000,,active
3850,3850,annual,2025-09-17 20:36:02.908,,active
3851,3851,monthly,2025-05-07 00:00:00.000,2026-02-01 00:00:00.000,canceled
3852,3852,monthly,2025-07-16 00:00:00.000,,active
3853,3853,free,2024-01-12 00:00:00.000,,active
3854,3854,free,2023-05-19 00:00:00.000,,active
3855,3855,free,2025-05-05 00:00:00.000,,active
3856,3856,free,2023-04-26 00:00:00.000,,active
3857,3857,monthly,2023-05-12 00:00:00.000,,active
3858,3858,annual,2025-01-12 00:00:00.000,,active
3859,3859,free,2024-07-23 00:00:00.000,,active
3860,3860,free,2025-07-06 00:00:00.000,,active
3861,3861,free,2025-05-15 00:00:00.000,,active
3862,3862,free,2024-05-15 00:00:00.000,,active
3863,3863,monthly,2024-04-30 00:00:00.000,2024-10-27 00:00:00.000,expired
3864,3864,monthly,2025-04-10 00:00:00.000,,active
3865,3865,monthly,2023-12-12 00:00:00.000,,active
3866,3866,annual,2024-08-07 00:00:00.000,,active
3867,3867,free,2024-03-14 00:00:00.000,,active
3868,3868,free,2025-06-14 00:00:00.000,,active
3869,3869,free,2025-06-18 00:00:00.000,,active
3870,3870,free,2025-07-14 00:00:00.000,,active
3871,3871,monthly,2024-07-12 00:00:00.000,,active
3872,3872,annual,2024-11-17 00:00:00.000,,active
3873,3873,monthly,2024-10-08 00:00:00.000,2025-07-05 00:00:00.000,expired
3874,3874,free,2024-02-13 00:00:00.000,,active
3875,3875,free,2023-06-10 00:00:00.000,,active
3876,3876,free,2024-07-27 00:00:00.000,,active
3877,3877,annual,2025-02-16 00:00:00.000,2025-08-07 00:00:00.000,expired
3878,3878,free,2025-05-21 00:00:00.000,,active
3879,3879,free,2023-12-14 00:00:00.000,,active
3880,3880,monthly,2025-01-22 00:00:00.000,,active
3881,3881,free,2025-01-28 00:00:00.000,,active
3882,3882,annual,2023-03-09 00:00:00.000,,active
3883,3883,free,2025-09-17 20:36:02.908,,active
3884,3884,annual,2024-11-20 00:00:00.000,,active
3885,3885,free,2025-09-14 00:00:00.000,,active
3886,3886,free,2025-09-17 20:36:02.908,,active
3887,3887,monthly,2023-05-13 00:00:00.000,2024-03-08 00:00:00.000,expired
3888,3888,monthly,2025-02-16 00:00:00.000,,active
3889,3889,free,2025-03-14 00:00:00.000,,active
3890,3890,free,2025-07-25 00:00:00.000,,active
3891,3891,annual,2025-03-08 00:00:00.000,,active
3892,3892,free,2023-12-16 00:00:00.000,,active
3893,3893,free,2023-01-12 00:00:00.000,,active
3894,3894,free,2025-06-28 00:00:00.000,,active
3895,3895,free,2023-08-27 00:00:00.000,,active
3896,3896,free,2025-02-19 00:00:00.000,,active
3897,3897,monthly,2023-04-26 00:00:00.000,,active
3898,3898,free,2023-02-28 00:00:00.000,,active
3899,3899,free,2025-09-17 20:36:02.908,,active
3900,3900,monthly,2024-07-15 00:00:00.000,,active
3901,3901,monthly,2024-12-08 00:00:00.000,,active
3902,3902,monthly,2025-09-17 20:36:02.908,,active
3903,3903,free,2024-08-16 00:00:00.000,,active
3904,3904,monthly,2023-06-15 00:00:00.000,2023-07-15 00:00:00.000,expired
3905,3905,free,2025-07-15 00:00:00.000,,active
3906,3906,monthly,2025-03-25 00:00:00.000,2025-06-23 00:00:00.000,expired
3907,3907,monthly,2022-07-23 00:00:00.000,2022-10-21 00:00:00.000,expired
3908,3908,monthly,2025-09-17 20:36:02.908,,active
3909,3909,free,2025-04-13 00:00:00.000,,active
3910,3910,free,2024-09-19 00:00:00.000,,active
3911,3911,monthly,2025-09-17 20:36:02.908,,active
3912,3912,free,2025-09-17 20:36:02.908,,active
3913,3913,annual,2025-03-14 00:00:00.000,,active
3914,3914,monthly,2025-09-17 20:36:02.908,2025-11-16 20:36:02.908,canceled
3915,3915,annual,2023-03-11 00:00:00.000,,active
3916,3916,free,2025-07-03 00:00:00.000,,active
3917,3917,free,2025-09-17 20:36:02.908,,active
3918,3918,free,2022-10-04 00:00:00.000,,active
3919,3919,free,2022-11-05 00:00:00.000,,active
3920,3920,free,2024-05-28 00:00:00.000,,active
3921,3921,monthly,2025-03-09 00:00:00.000,,active
3922,3922,free,2025-06-19 00:00:00.000,,active
3923,3923,free,2025-05-23 00:00:00.000,,active
3924,3924,free,2024-01-17 00:00:00.000,,active
3925,3925,monthly,2024-04-28 00:00:00.000,,active
3926,3926,free,2025-02-01 00:00:00.000,,active
3927,3927,free,2025-09-02 00:00:00.000,,active
3928,3928,free,2023-10-10 00:00:00.000,,active
3929,3929,annual,2025-09-17 20:36:02.908,,active
3930,3930,monthly,2023-06-10 00:00:00.000,,active
3931,3931,free,2024-11-04 00:00:00.000,,active
3932,3932,free,2022-03-01 00:00:00.000,,active
3933,3933,free,2022-05-22 00:00:00.000,,active
3934,3934,free,2025-08-18 00:00:00.000,,active
3935,3935,free,2024-10-12 00:00:00.000,,active
3936,3936,free,2025-08-28 00:00:00.000,,active
3937,3937,free,2025-03-14 00:00:00.000,,active
3938,3938,free,2024-06-26 00:00:00.000,,active
3939,3939,free,2025-09-17 20:36:02.908,,active
3940,3940,monthly,2023-08-10 00:00:00.000,,active
3941,3941,monthly,2024-11-19 00:00:00.000,2024-12-19 00:00:00.000,expired
3942,3942,free,2025-09-17 20:36:02.908,,active
3943,3943,free,2025-09-17 20:36:02.908,,active
3944,3944,free,2022-09-22 00:00:00.000,,active
3945,3945,monthly,2025-06-18 00:00:00.000,2026-02-13 00:00:00.000,canceled
3946,3946,free,2024-07-31 00:00:00.000,,active
3947,3947,free,2025-09-17 20:36:02.908,,active
3948,3948,free,2025-09-17 20:36:02.908,,active
3949,3949,monthly,2024-05-26 00:00:00.000,,active
3950,3950,free,2023-04-22 00:00:00.000,,active
3951,3951,free,2024-04-21 00:00:00.000,,active
3952,3952,free,2025-05-14 00:00:00.000,,active
3953,3953,free,2024-08-15 00:00:00.000,,active
3954,3954,monthly,2025-02-26 00:00:00.000,,active
3955,3955,free,2025-05-05 00:00:00.000,,active
3956,3956,free,2025-05-14 00:00:00.000,,active
3957,3957,free,2025-09-17 20:36:02.908,,active
3958,3958,free,2025-08-05 00:00:00.000,,active
3959,3959,annual,2022-09-11 00:00:00.000,,active
3960,3960,annual,2023-10-02 00:00:00.000,,active
3961,3961,free,2023-05-28 00:00:00.000,,active
3962,3962,free,2023-11-13 00:00:00.000,,active
3963,3963,annual,2023-02-20 00:00:00.000,,active
3964,3964,free,2024-03-20 00:00:00.000,,active
3965,3965,free,2024-09-04 00:00:00.000,,active
3966,3966,annual,2023-12-02 00:00:00.000,,active
3967,3967,free,2023-09-14 00:00:00.000,,active
3968,3968,free,2023-02-03 00:00:00.000,,active
3969,3969,monthly,2022-11-13 00:00:00.000,,active
3970,3970,free,2024-05-10 00:00:00.000,,active
3971,3971,free,2024-08-03 00:00:00.000,,active
3972,3972,free,2023-02-17 00:00:00.000,,active
3973,3973,free,2024-05-14 00:00:00.000,,active
3974,3974,monthly,2025-09-17 20:36:02.908,,active
3975,3975,free,2023-05-31 00:00:00.000,,active
3976,3976,annual,2025-03-28 00:00:00.000,,active
3977,3977,free,2024-03-01 00:00:00.000,,active
3978,3978,free,2022-08-14 00:00:00.000,,active
3979,3979,free,2025-09-17 20:36:02.908,,active
3980,3980,free,2025-04-19 00:00:00.000,,active
3981,3981,free,2024-11-01 00:00:00.000,,active
3982,3982,free,2023-04-11 00:00:00.000,,active
3983,3983,free,2024-07-16 00:00:00.000,,active
3984,3984,free,2024-04-22 00:00:00.000,,active
3985,3985,monthly,2025-08-30 00:00:00.000,,active
3986,3986,free,2022-06-07 00:00:00.000,,active
3987,3987,monthly,2025-09-17 20:36:02.908,,active
3988,3988,monthly,2024-06-23 00:00:00.000,,active
3989,3989,monthly,2024-05-01 00:00:00.000,,active
3990,3990,monthly,2025-08-24 00:00:00.000,,active
3991,3991,free,2024-10-06 00:00:00.000,,active
3992,3992,free,2023-01-13 00:00:00.000,,active
3993,3993,monthly,2025-03-26 00:00:00.000,,active
3994,3994,monthly,2025-05-02 00:00:00.000,,active
3995,3995,free,2023-03-01 00:00:00.000,,active
3996,3996,free,2023-07-16 00:00:00.000,,active
3997,3997,free,2025-06-04 00:00:00.000,,active
3998,3998,annual,2025-09-17 20:36:02.908,,active
3999,3999,free,2025-09-17 20:36:02.908,,active
4000,4000,monthly,2024-04-22 00:00:00.000,,active
4001,4001,free,2025-09-12 00:00:00.000,,active
4002,4002,free,2024-10-01 00:00:00.000,,active
4003,4003,free,2025-09-10 00:00:00.000,,active
4004,4004,free,2024-09-07 00:00:00.000,,active
4005,4005,monthly,2023-06-30 00:00:00.000,,active
4006,4006,monthly,2025-01-24 00:00:00.000,2025-11-20 00:00:00.000,canceled
4007,4007,monthly,2025-09-17 20:36:02.908,2026-09-12 20:36:02.908,canceled
4008,4008,annual,2025-09-17 20:36:02.908,,active
4009,4009,free,2023-05-04 00:00:00.000,,active
4010,4010,monthly,2023-04-25 00:00:00.000,,active
4011,4011,monthly,2022-11-30 00:00:00.000,,active
4012,4012,monthly,2025-05-22 00:00:00.000,,active
4013,4013,free,2024-09-15 00:00:00.000,,active
4014,4014,free,2025-09-17 20:36:02.908,,active
4015,4015,monthly,2024-09-29 00:00:00.000,2025-09-24 00:00:00.000,canceled
4016,4016,monthly,2025-09-17 20:36:02.908,,active
4017,4017,monthly,2025-06-18 00:00:00.000,,active
4018,4018,free,2025-09-17 20:36:02.908,,active
4019,4019,free,2024-03-12 00:00:00.000,,active
4020,4020,monthly,2024-08-20 00:00:00.000,2024-11-18 00:00:00.000,expired
4021,4021,monthly,2025-09-17 20:36:02.908,,active
4022,4022,monthly,2025-01-28 00:00:00.000,,active
4023,4023,monthly,2023-09-08 00:00:00.000,,active
4024,4024,free,2025-09-17 20:36:02.908,,active
4025,4025,monthly,2025-04-19 00:00:00.000,,active
4026,4026,free,2023-04-23 00:00:00.000,,active
4027,4027,monthly,2024-09-10 00:00:00.000,,active
4028,4028,monthly,2025-09-17 20:36:02.908,,active
4029,4029,annual,2025-06-12 00:00:00.000,,active
4030,4030,free,2023-09-15 00:00:00.000,,active
4031,4031,free,2025-09-17 20:36:02.908,,active
4032,4032,monthly,2025-09-01 00:00:00.000,,active
4033,4033,monthly,2024-06-07 00:00:00.000,,active
4034,4034,free,2024-07-10 00:00:00.000,,active
4035,4035,free,2025-03-01 00:00:00.000,,active
4036,4036,free,2023-08-01 00:00:00.000,,active
4037,4037,free,2025-09-17 20:36:02.908,,active
4038,4038,annual,2024-04-13 00:00:00.000,,active
4039,4039,monthly,2023-06-08 00:00:00.000,,active
4040,4040,monthly,2023-04-06 00:00:00.000,,active
4041,4041,annual,2025-01-23 00:00:00.000,,active
4042,4042,free,2024-07-27 00:00:00.000,,active
4043,4043,monthly,2024-09-16 00:00:00.000,,active
4044,4044,free,2025-09-14 00:00:00.000,,active
4045,4045,monthly,2023-12-03 00:00:00.000,,active
4046,4046,free,2025-04-28 00:00:00.000,,active
4047,4047,free,2025-07-31 00:00:00.000,,active
4048,4048,free,2025-02-07 00:00:00.000,,active
4049,4049,free,2025-05-13 00:00:00.000,,active
4050,4050,free,2023-07-16 00:00:00.000,,active
4051,4051,free,2023-01-10 00:00:00.000,,active
4052,4052,free,2025-09-17 20:36:02.908,,active
4053,4053,monthly,2023-12-02 00:00:00.000,,active
4054,4054,free,2023-10-18 00:00:00.000,,active
4055,4055,free,2024-02-19 00:00:00.000,,active
4056,4056,monthly,2023-12-16 00:00:00.000,2024-03-15 00:00:00.000,expired
4057,4057,free,2024-09-25 00:00:00.000,,active
4058,4058,free,2025-09-17 20:36:02.908,,active
4059,4059,monthly,2024-09-19 00:00:00.000,,active
4060,4060,free,2024-02-23 00:00:00.000,,active
4061,4061,monthly,2025-03-15 00:00:00.000,,active
4062,4062,free,2025-09-17 20:36:02.908,,active
4063,4063,free,2025-01-16 00:00:00.000,,active
4064,4064,free,2025-06-14 00:00:00.000,,active
4065,4065,free,2025-09-17 20:36:02.908,,active
4066,4066,free,2023-05-11 00:00:00.000,,active
4067,4067,annual,2025-03-31 00:00:00.000,,active
4068,4068,annual,2023-11-14 00:00:00.000,,active
4069,4069,monthly,2024-04-04 00:00:00.000,,active
4070,4070,free,2024-12-23 00:00:00.000,,active
4071,4071,free,2024-10-15 00:00:00.000,,active
4072,4072,monthly,2025-09-17 20:36:02.908,,active
4073,4073,free,2022-03-30 00:00:00.000,,active
4074,4074,annual,2024-10-09 00:00:00.000,,active
4075,4075,free,2022-03-22 00:00:00.000,,active
4076,4076,free,2023-02-24 00:00:00.000,,active
4077,4077,free,2024-05-04 00:00:00.000,,active
4078,4078,monthly,2023-04-06 00:00:00.000,,active
4079,4079,monthly,2025-02-06 00:00:00.000,,active
4080,4080,free,2023-10-26 00:00:00.000,,active
4081,4081,monthly,2025-07-23 00:00:00.000,,active
4082,4082,free,2024-10-28 00:00:00.000,,active
4083,4083,free,2025-06-16 00:00:00.000,,active
4084,4084,free,2023-02-11 00:00:00.000,,active
4085,4085,monthly,2024-01-01 00:00:00.000,,active
4086,4086,free,2025-09-17 20:36:02.908,,active
4087,4087,monthly,2025-07-10 00:00:00.000,,active
4088,4088,free,2023-10-02 00:00:00.000,,active
4089,4089,free,2024-06-07 00:00:00.000,,active
4090,4090,monthly,2022-03-26 00:00:00.000,,active
4091,4091,free,2023-03-29 00:00:00.000,,active
4092,4092,monthly,2023-11-12 00:00:00.000,,active
4093,4093,free,2025-06-30 00:00:00.000,,active
4094,4094,free,2024-04-03 00:00:00.000,,active
4095,4095,free,2024-02-17 00:00:00.000,,active
4096,4096,monthly,2022-04-18 00:00:00.000,2022-11-14 00:00:00.000,expired
4097,4097,free,2024-06-23 00:00:00.000,,active
4098,4098,free,2025-05-21 00:00:00.000,,active
4099,4099,free,2023-07-24 00:00:00.000,,active
4100,4100,free,2025-09-17 20:36:02.908,,active
4101,4101,free,2023-05-01 00:00:00.000,,active
4102,4102,free,2025-09-17 20:36:02.908,,active
4103,4103,monthly,2024-02-25 00:00:00.000,,active
4104,4104,free,2025-09-17 20:36:02.908,,active
4105,4105,free,2022-12-17 00:00:00.000,,active
4106,4106,monthly,2023-05-28 00:00:00.000,,active
4107,4107,free,2024-06-09 00:00:00.000,,active
4108,4108,monthly,2025-07-10 00:00:00.000,2026-03-07 00:00:00.000,canceled
4109,4109,monthly,2025-01-20 00:00:00.000,,active
4110,4110,free,2025-09-17 20:36:02.908,,active
4111,4111,annual,2025-06-15 00:00:00.000,,active
4112,4112,annual,2023-09-27 00:00:00.000,,active
4113,4113,free,2025-06-16 00:00:00.000,,active
4114,4114,annual,2025-09-17 20:36:02.908,,active
4115,4115,free,2024-09-10 00:00:00.000,,active
4116,4116,annual,2023-10-28 00:00:00.000,,active
4117,4117,free,2025-09-17 20:36:02.908,,active
4118,4118,free,2024-04-28 00:00:00.000,,active
4119,4119,monthly,2025-09-17 20:36:02.908,,active
4120,4120,free,2024-08-30 00:00:00.000,,active
4121,4121,free,2022-07-18 00:00:00.000,,active
4122,4122,monthly,2024-10-28 00:00:00.000,,active
4123,4123,annual,2023-05-13 00:00:00.000,,active
4124,4124,free,2025-09-04 00:00:00.000,,active
4125,4125,free,2025-06-17 00:00:00.000,,active
4126,4126,monthly,2024-10-15 00:00:00.000,,active
4127,4127,monthly,2023-10-12 00:00:00.000,,active
4128,4128,free,2024-09-25 00:00:00.000,,active
4129,4129,monthly,2025-09-17 20:36:02.908,,active
4130,4130,free,2025-04-02 00:00:00.000,,active
4131,4131,free,2025-09-17 20:36:02.908,,active
4132,4132,monthly,2024-01-16 00:00:00.000,,active
4133,4133,monthly,2023-10-23 00:00:00.000,2024-01-21 00:00:00.000,expired
4134,4134,free,2022-09-28 00:00:00.000,,active
4135,4135,annual,2025-07-21 00:00:00.000,,active
4136,4136,monthly,2022-12-20 00:00:00.000,,active
